2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.990241226216757e-06,0.0005910940362298815,0.002092769454160715,0.006653323984779401,0.007943921273304792,0.007105117876544322,0.016102572116587992,0.020782225389908746,0.01808219238002416,0.013382555673453894,0.008595455834484332,0.0015587121885771,0.000818697089474156,0.0004442610614115689,0.000387609806889141,3.711043999344044e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006306311591248869,0.02603322844937009,0.08861018609239746,0.209952617086735,0.28752638406484793,0.34972528336345343,0.3874203290792976,0.3936768048099365,0.408604616372397,0.4157593057272523,0.35924543236389966,0.2339256610889183,0.17279562645626684,0.08382707226052985,0.01750168413954324,0.008021930477079366,6.588263339480128e-05,5.2498520835661274e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030774155449631697,0.018770273387054195,0.025697407348857,0.02322556239178176,0.023173940759361352,0.09609320833378825,0.10406946226415105,0.11750372268700922,0.36325402732791384,0.19333597293108665,0.2587192867421916,0.21309884868190915,0.1224698468653426,0.06702414229082769,0.06658946773357881,0.013230006043157529,0.000480415651302196,3.1101958622055994e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.144104256874964e-05,0.0003289313748377146,0.00458340812421163,0.013526747531642005,0.027843432258484898,0.030990228981391962,0.018758276848252493,0.011647030905399352,0.022700872672433176,0.02392257269263849,0.015902574160561813,0.01017467068912489,0.008831662393828063,0.011980379167331863,0.016666190277030656,0.005232728244942741,0.00010065908457446374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003240865440838574,0.008126524087219018,0.023781051448649053,0.046392565133644745,0.05155130291267789,0.034530691220428934,0.019880842475135142,0.020764469186652947,0.02859897578908985,0.0388837978611164,0.05338751079024837,0.03208263815585931,0.02299011673062475,0.01847433926426968,0.009388782423318788,0.0009674130006598387,5.862773749579699e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.851576959481166e-05,0.007149339324714753,0.03718889475469353,0.0789017759713527,0.09305541758162907,0.08530505058389971,0.09650619292672157,0.24024754649706132,0.15692640184983336,0.16164396463409883,0.15013881716540572,0.14635876792413707,0.0923590770566562,0.057553994977179584,0.04118022107526461,0.008419943502499715,0.0003519468774973564,1.524512556276159e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.292570632700365e-05,0.0009391959764723333,0.05064173804612369,0.15414735447234093,0.2318000812799094,0.2699146504066063,0.3074624880179705,0.2969438887678677,0.26794827265294,0.26524376459452287,0.3151545308835803,0.25278632981150173,0.2039702177363873,0.12411463422033726,0.03354481388102867,0.013862715074472341,8.029772561851697e-05,5.155369246958077e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014928299525807961,0.026545783660442076,0.05687805274439526,0.11159671025196825,0.18678538076982984,0.16043490067917604,0.1605753711393305,0.14180417549392507,0.12094708979228379,0.08129264407532953,0.03170087440175168,0.02438545654980262,0.019663718178291215,0.008837944436846715,0.002269243606828997,3.824077099520814e-05,5.786894989815682e-09,2.9283566316253734e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.755850856046919e-06,0.011017073082340408,0.06805789851529231,0.1933124028651127,0.2509158035703183,0.2746546228538517,0.19112589662184393,0.22918428321506096,0.3404108850419238,0.3776256482362303,0.34090223367845046,0.31565808397634726,0.2836968464191134,0.19659405561300666,0.09166396616262468,0.026938511364262868,0.0004979465284905654,5.848567978159236e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034767044743686383,0.05147769151218436,0.08843034069796389,0.08306346195473843,0.08792116698388056,0.12453992923212139,0.12666369364171046,0.10795606199212968,0.10106809232646201,0.09263825234351553,0.0973898191188143,0.08682818800768943,0.07451119388765015,0.04591370044742308,0.022441174175661494,0.005512321889164353,2.937110262927863e-06,7.083658946028054e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
